DATE,TMAX,TMIN,PRCP
01-02-1981,27.11,9.76,0
02-02-1981,26.15,7.58,0
03-02-1981,29.38,7.83,0
04-02-1981,32.19,9.4,0
05-02-1981,32.01,14.85,0
06-02-1981,31.95,13.1,0
07-02-1981,31.33,11.25,0
08-02-1981,31.34,10.03,0
09-02-1981,29.66,9.94,0
10-02-1981,28.3,9.26,0
11-02-1981,30.31,8.24,0
12-02-1981,33.58,12.49,0
13-02-1981,33.9,12.22,0
14-02-1981,32.47,12.26,0.77
15-02-1981,33,13.72,0
16-02-1981,33.26,14.51,0
17-02-1981,33.79,15.19,0
18-02-1981,32.69,13.51,0
19-02-1981,33.93,14.72,0
20-02-1981,33.9,15.41,0
21-02-1981,34.07,14.9,0
22-02-1981,34.9,14.49,0
23-02-1981,35.42,16.32,0.43
24-02-1981,36.47,20.6,0.8
25-02-1981,35.73,17.07,0.1
26-02-1981,35.87,16.07,0
27-02-1981,35.87,17.51,0
28-02-1981,36.38,16.12,0
01-03-1981,34.98,17.34,0
02-03-1981,33.73,14.46,0
03-03-1981,34.4,14.48,0
04-03-1981,35.33,16.28,0
05-03-1981,36.5,18.91,0
06-03-1981,37.35,17.75,0
07-03-1981,36.21,18.4,0
08-03-1981,35.74,18.51,0
09-03-1981,35.91,18.37,0
10-03-1981,35.12,15.79,0
11-03-1981,34.08,16.23,0
12-03-1981,34.07,17.9,0.03
13-03-1981,34.15,17.17,0.11
14-03-1981,34.37,18.51,0
15-03-1981,28.39,18.24,2.49
16-03-1981,32.94,16.08,0.97
17-03-1981,35.67,17.57,0.85
18-03-1981,36.26,20.71,0.48
19-03-1981,35.36,21.03,1.87
20-03-1981,29.88,19.16,3.81
21-03-1981,33.5,16.01,0
22-03-1981,35.32,15.49,0
23-03-1981,33.88,14.12,0
24-03-1981,34.31,14.34,0
25-03-1981,35.15,15.96,0
26-03-1981,37.47,16.8,0
27-03-1981,39.11,19.22,0
28-03-1981,38.99,18.58,0.17
29-03-1981,40.68,20.83,0
30-03-1981,39.56,21.63,0.1
31-03-1981,38.63,21.98,0.86
01-04-1981,38.54,20.84,0.01
02-04-1981,39.48,21.57,0
03-04-1981,38.38,20.88,0
04-04-1981,39.13,19.31,0
05-04-1981,38.07,16.73,0
06-04-1981,38.62,16.18,0
07-04-1981,39.75,17.65,0
08-04-1981,40.43,19.26,0
09-04-1981,41.84,19.4,0
10-04-1981,42.39,20.24,0
11-04-1981,42.17,21.89,6.08
12-04-1981,43.43,21.34,0
13-04-1981,44.19,22.36,0
14-04-1981,44.51,22.94,0
15-04-1981,44,24.52,0
16-04-1981,43.24,23.39,0
17-04-1981,44.05,25.28,0
18-04-1981,43.85,25.08,0
19-04-1981,43.51,24.46,0
20-04-1981,43.32,25.73,0
21-04-1981,41.99,25.56,0
22-04-1981,40.58,24.75,0
23-04-1981,40.77,24.01,0.62
24-04-1981,41.84,23.3,0
25-04-1981,42.83,23.15,0
26-04-1981,42.89,23.01,0
27-04-1981,43.25,26.24,0
28-04-1981,39.78,25.95,0
29-04-1981,37,25.22,4.53
30-04-1981,35.43,23.06,8.9
01-05-1981,39,23.08,0.21
02-05-1981,39.89,22.44,0
03-05-1981,42.37,24.32,0.03
04-05-1981,42.26,25.98,0.09
05-05-1981,39.3,25.05,2.19
06-05-1981,40.24,23.44,2.82
07-05-1981,40.15,24.86,2.99
08-05-1981,40.09,24.43,0.52
09-05-1981,38.2,24.99,0.84
10-05-1981,39.73,25.12,0.15
11-05-1981,40.31,25.2,0.01
12-05-1981,41.99,27.34,0
13-05-1981,43.32,27.38,0
14-05-1981,43.65,28.15,0
15-05-1981,43.06,27.46,0
16-05-1981,43.78,27.24,1.52
17-05-1981,43.48,26.97,0.49
18-05-1981,43.11,26.99,0
19-05-1981,42.58,26.33,0
20-05-1981,42.98,25.83,0
21-05-1981,42.79,27.51,16.28
22-05-1981,41.27,26.04,0.67
23-05-1981,41.69,24.49,0
24-05-1981,41.7,23.65,0.29
25-05-1981,43.14,25.57,0
26-05-1981,43.52,26.8,0
27-05-1981,43.95,27.07,0
28-05-1981,42.97,27.08,0
29-05-1981,43.18,27.83,0
30-05-1981,44.4,27.39,0
31-05-1981,45.1,28.33,0
01-06-1981,44.4,28.4,0.08
02-06-1981,43.65,28.92,0.33
03-06-1981,43.74,27.49,0.02
04-06-1981,44.05,29.32,0.17
05-06-1981,44.48,27.62,0.19
06-06-1981,45.32,27.85,0
07-06-1981,44.87,27.19,0
08-06-1981,43.81,27.16,0
09-06-1981,43.8,26.27,0
10-06-1981,44.02,28.01,0.54
11-06-1981,42.15,30.37,1.54
12-06-1981,41.08,30.13,0.34
13-06-1981,42.79,28.54,0.01
14-06-1981,42.82,29.35,0
15-06-1981,43.01,28.49,0
16-06-1981,44.24,29.93,0
17-06-1981,45.26,27.94,0.06
18-06-1981,42.13,27.19,5.24
19-06-1981,42.24,27.02,4.19
20-06-1981,42.9,26.96,0.6
21-06-1981,42.58,27.72,0.33
22-06-1981,40.12,28.17,2.85
23-06-1981,33,25.47,28.44
24-06-1981,30.78,24.09,23.39
25-06-1981,30.98,23.94,11.37
26-06-1981,31.39,23.73,46.25
27-06-1981,33.03,24.28,2.18
28-06-1981,33.54,23.63,0.99
29-06-1981,32.69,23.82,0.87
30-06-1981,30.78,24.35,11.83
01-07-1981,31.09,23.91,7.87
02-07-1981,30.29,23.83,5.78
03-07-1981,31.67,23.94,1.27
04-07-1981,33.45,24.06,3.24
05-07-1981,33.23,24.05,2.18
06-07-1981,30.02,24.14,12.01
07-07-1981,31.69,23.15,17.43
08-07-1981,27.69,24.05,29.8
09-07-1981,30.3,23.53,9.41
10-07-1981,30.95,22.57,0.7
11-07-1981,31.94,23,2.12
12-07-1981,31.92,22.54,6.94
13-07-1981,30.23,23.26,8.09
14-07-1981,28.56,23.14,49.74
15-07-1981,30.51,23.01,16.26
16-07-1981,31.32,23.36,17.84
17-07-1981,29.17,23.63,8.12
18-07-1981,30.19,23.08,6.64
19-07-1981,30.26,23.3,19.11
20-07-1981,30.01,23.66,11.02
21-07-1981,30.49,24.15,5.75
22-07-1981,31.05,23.72,12.87
23-07-1981,30.19,23.52,18.09
24-07-1981,30.46,24.06,18.84
25-07-1981,31.33,23.76,0.58
26-07-1981,30.58,23.94,0.5
27-07-1981,29.16,23.54,1.9
28-07-1981,29.48,23.2,0.9
29-07-1981,30.76,22.65,3.81
30-07-1981,31.21,23.31,2.2
31-07-1981,27.15,22.76,13.72
01-08-1981,27.85,22.83,45.69
02-08-1981,27.4,22.96,15.22
03-08-1981,26.98,22.62,8.08
04-08-1981,28.56,22.76,10.52
05-08-1981,27.46,22.25,62.47
06-08-1981,26.44,22.08,47.25
07-08-1981,29.63,22.8,14.63
08-08-1981,28.31,23.05,6.9
09-08-1981,28.27,23.4,26.09
10-08-1981,26.22,21.87,14.13
11-08-1981,28.73,20.43,0.6
12-08-1981,30.01,22.3,2.61
13-08-1981,28.4,22.73,3.3
14-08-1981,27.4,22.94,7.93
15-08-1981,27.67,23.63,29.51
16-08-1981,27.55,22.91,54.44
17-08-1981,28.87,23.51,3.91
18-08-1981,29.88,22.69,0.3
19-08-1981,29.12,22.59,1.39
20-08-1981,28.12,22.79,1.26
21-08-1981,29.51,22.84,0.89
22-08-1981,26.94,22.51,1.24
23-08-1981,28.21,22.88,0.77
24-08-1981,29.8,22.24,1.1
25-08-1981,30.07,21.99,0.05
26-08-1981,29.69,22.18,0.03
27-08-1981,30.48,21.28,0.3
28-08-1981,29.51,20.23,2.93
29-08-1981,29.9,21.55,0.64
30-08-1981,29.53,22.62,7.69
31-08-1981,30.65,23.2,7.68
01-09-1981,30.72,23.21,2.18
02-09-1981,29.47,23.01,5.33
03-09-1981,29.61,22.49,5.09
04-09-1981,29.91,22.2,5.7
05-09-1981,30.3,21.96,18.75
06-09-1981,31.51,21.9,0.93
07-09-1981,31.89,21.65,0.18
08-09-1981,31.37,21.76,0.02
09-09-1981,31.15,22.33,0.59
10-09-1981,29.55,22.34,11.04
11-09-1981,29.73,22.17,9.05
12-09-1981,29.41,22.36,8.74
13-09-1981,29.58,22.18,1.13
14-09-1981,30.23,22.05,2.75
15-09-1981,31.51,20.99,0.58
16-09-1981,31.91,21.22,1.89
17-09-1981,31.81,22.48,1.63
18-09-1981,29.5,22.13,0.06
19-09-1981,29.55,21.87,0.31
20-09-1981,29.71,21.69,4.05
21-09-1981,29.65,21.5,4.74
22-09-1981,28.65,22.8,9.82
23-09-1981,28.96,23.08,7.51
24-09-1981,29.61,22.78,5.14
25-09-1981,30.11,23.2,13.39
26-09-1981,27.73,22.37,3.12
27-09-1981,29.42,22.46,10.67
28-09-1981,29.69,22.2,3.22
29-09-1981,30,22.76,0.32
30-09-1981,27.89,21.74,0.58
01-10-1981,29.19,21.04,0.03
02-10-1981,29.74,19.98,0
03-10-1981,29.29,19.09,3.06
04-10-1981,30.58,17.15,0.12
05-10-1981,28.3,19.15,0.04
06-10-1981,29.61,19.94,0.01
07-10-1981,30.3,18.91,0.01
08-10-1981,30.68,17.91,2.53
09-10-1981,30.95,18.64,0.44
10-10-1981,30.8,17.55,0
11-10-1981,31.32,19.61,0
12-10-1981,30.26,20.12,0.05
13-10-1981,30.7,19.62,0
14-10-1981,30.01,16.91,0
15-10-1981,30.16,17.47,0
16-10-1981,30.83,16.66,0
17-10-1981,32.2,16.01,0
18-10-1981,31.82,18.55,0
19-10-1981,31.03,17.23,0
20-10-1981,31.13,17.73,0
21-10-1981,31.34,17.05,1.24
22-10-1981,30.91,20.23,0.09
23-10-1981,30.12,18.48,0
24-10-1981,30.4,18.1,0
25-10-1981,26.15,19.59,2.28
26-10-1981,28.36,17.56,9.43
27-10-1981,29.33,17.18,2.01
28-10-1981,29.99,17.36,0
29-10-1981,29.1,17.87,1.42
30-10-1981,24.1,18.71,15.24
31-10-1981,24.15,17.34,7.17
01-11-1981,27.63,17.99,17.81
02-11-1981,29.12,19.76,0.14
03-11-1981,28.54,20.85,0.21
04-11-1981,27.66,14.05,0.57
05-11-1981,26.62,11.3,0.26
06-11-1981,26.93,10.88,0
07-11-1981,27.75,11.37,0
08-11-1981,28.45,12.12,0
09-11-1981,28.86,12.67,0
10-11-1981,29.6,15.87,0
11-11-1981,29.21,14.41,0.01
12-11-1981,27.71,16.98,1.59
13-11-1981,27.65,13.95,0
14-11-1981,26.32,11.55,0
15-11-1981,26.54,10.9,0
16-11-1981,26.56,10.13,0
17-11-1981,27.08,10.69,0
18-11-1981,27.62,13.34,0
19-11-1981,26.8,10.35,0
20-11-1981,26.38,9.09,0
21-11-1981,26.41,8.51,0
22-11-1981,26.69,8.78,0
23-11-1981,27.52,9.33,0
24-11-1981,27.59,11.48,0
25-11-1981,27.6,11.37,0.46
26-11-1981,27.61,10.54,0
27-11-1981,27.46,13.23,0
28-11-1981,27.81,12.27,0
29-11-1981,27.19,10.57,0
30-11-1981,26.47,9.83,0
01-12-1981,25.97,8.38,0
02-12-1981,26.82,8.46,0
03-12-1981,27.3,11.8,0
04-12-1981,28.49,14.26,0
05-12-1981,25.62,14.42,0
06-12-1981,27.15,13.55,0.63
07-12-1981,25.88,11.05,0
08-12-1981,24.46,8.95,0
09-12-1981,24.75,6.52,0
10-12-1981,25.59,6.02,0
11-12-1981,24.5,5.89,0.44
12-12-1981,24.86,6.69,0
13-12-1981,25.25,6.18,0
14-12-1981,25.65,6.26,0
15-12-1981,26.48,7.14,0
16-12-1981,21.65,10.77,0
17-12-1981,23.52,11.9,0.28
18-12-1981,25.58,11.88,4.61
19-12-1981,20.89,14.35,9.23
20-12-1981,23.93,14.94,18.22
21-12-1981,25.02,12.05,0.85
22-12-1981,22.05,13.87,0
23-12-1981,23.72,12.77,2.63
24-12-1981,25.62,13.94,0.42
25-12-1981,26.35,11.58,0
26-12-1981,26.67,10.12,0
27-12-1981,26.82,9.65,0
28-12-1981,27.1,10.85,0
29-12-1981,27.84,13.94,0
30-12-1981,27.8,13.11,0
31-12-1981,26.13,11,0
01-01-1982,27.62,13.1,0
02-01-1982,27.88,13.32,0
03-01-1982,28.65,13.97,0
04-01-1982,28.15,13.74,0
05-01-1982,28.41,14.87,0
06-01-1982,27.74,13.16,0
07-01-1982,27.28,13.19,0
08-01-1982,28.17,13.6,0
09-01-1982,28.17,15.51,2.42
10-01-1982,24.61,14.99,8.79
11-01-1982,25.36,12.2,2.57
12-01-1982,24.19,10.24,21
13-01-1982,22.98,13.28,8.61
14-01-1982,23.03,13.69,4.62
15-01-1982,23.56,12.22,7.2
16-01-1982,26.48,11.31,0.3
17-01-1982,26.59,13.26,0
18-01-1982,27.56,11.2,0
19-01-1982,28.41,12.79,0
20-01-1982,27.83,10.72,0
21-01-1982,25.91,12.65,31.88
22-01-1982,24.83,9.3,2.79
23-01-1982,25.22,7.87,0
24-01-1982,26.32,9.81,0.35
25-01-1982,22.92,12.83,4.47
26-01-1982,15.9,12.29,5.11
27-01-1982,20.31,12.01,1.57
28-01-1982,24.55,11.2,1.43
29-01-1982,24.29,12.15,2.1
30-01-1982,19.05,14.57,26.17
31-01-1982,22.21,13.01,15.85
01-02-1982,23.34,12.63,6.14
02-02-1982,22.79,10.06,0.45
03-02-1982,24.91,14.24,1.26
04-02-1982,23.38,11.96,5.27
05-02-1982,22.95,10.45,0
06-02-1982,23.68,8.43,0
07-02-1982,25.2,8.62,0
08-02-1982,26.97,9.37,0
09-02-1982,26.12,10.24,0
10-02-1982,27.97,12.45,0
11-02-1982,29.35,13.07,0
12-02-1982,27.3,12.81,0
13-02-1982,25.73,10.23,0
14-02-1982,27.09,9.67,0
15-02-1982,29.16,11.26,0
16-02-1982,28.75,13.41,0
17-02-1982,28.49,13.01,0
18-02-1982,28.58,11.48,0
19-02-1982,29,10.23,0
20-02-1982,27.83,12.81,0
21-02-1982,27.26,11.08,0
22-02-1982,28.13,10.91,0
23-02-1982,26.92,11.48,0
24-02-1982,26.29,10.3,0
25-02-1982,26.39,10.48,0
26-02-1982,30.26,12.33,0
27-02-1982,28.24,13.76,0.63
28-02-1982,29.81,13.51,0.09
01-03-1982,29.05,14.05,0
02-03-1982,27.44,9,0.16
03-03-1982,28.46,8.11,0
04-03-1982,30.69,8.72,0
05-03-1982,30.91,13.82,0
06-03-1982,29.11,12.27,0
07-03-1982,27.81,7.94,0
08-03-1982,30.3,9.9,0
09-03-1982,30.4,13.22,0
10-03-1982,30.42,13.44,0.06
11-03-1982,30.8,11.24,0.01
12-03-1982,29.86,11.48,0
13-03-1982,31.77,9.66,0
14-03-1982,33.84,11.37,0
15-03-1982,35.75,13.31,0
16-03-1982,37.18,14.24,0
17-03-1982,36.49,17.77,0
18-03-1982,34.11,14.08,0
19-03-1982,35.43,14.76,0
20-03-1982,36.27,15.69,0
21-03-1982,37.69,16.53,0
22-03-1982,36.66,17.46,0.3
23-03-1982,38.39,19.71,0.3
24-03-1982,36.34,17.26,0.1
25-03-1982,33.94,17.19,0.09
26-03-1982,34.48,17.14,0
27-03-1982,35.55,16.27,0
28-03-1982,38.93,16.98,0
29-03-1982,39.44,19.99,0
30-03-1982,39.6,20.15,0
31-03-1982,41.19,20.44,0
01-04-1982,41.37,21,0
02-04-1982,41.47,21.47,0
03-04-1982,40.33,20.38,0
04-04-1982,38.8,22.23,0
05-04-1982,36.83,22.7,0
06-04-1982,38.65,20.9,0
07-04-1982,39.69,21.15,0
08-04-1982,39.48,18.67,0
09-04-1982,40.23,18.51,0
10-04-1982,41.3,18.89,0
11-04-1982,40.84,21.55,0
12-04-1982,40.08,21.73,0
13-04-1982,40.35,21.69,0.02
14-04-1982,41.98,21.2,0
15-04-1982,41.48,24.65,0
16-04-1982,38.8,23.77,0
17-04-1982,38.56,23.08,0
18-04-1982,38.6,22.83,0
19-04-1982,34.25,24.79,0
20-04-1982,39.55,22.7,0.03
21-04-1982,41.04,24.44,0.53
22-04-1982,40.59,25.94,7.76
23-04-1982,38.38,22.25,0.22
24-04-1982,39.88,21.83,0.16
25-04-1982,37.55,22.35,0
26-04-1982,36.57,22.07,0.98
27-04-1982,36.94,22.58,0.29
28-04-1982,39.01,23.07,0
29-04-1982,39.91,22.23,1.85
30-04-1982,41.4,23.07,0
01-05-1982,41.83,24.41,0
02-05-1982,39.61,26.94,0.03
03-05-1982,38.37,25.88,0.02
04-05-1982,40.79,24.24,0.13
05-05-1982,39.17,25.55,0
06-05-1982,40.15,24.07,0
07-05-1982,35.84,23.33,0
08-05-1982,37.87,23.12,0.47
09-05-1982,36.76,23.25,1.27
10-05-1982,35.61,23.79,0.33
11-05-1982,37.88,24.76,0.02
12-05-1982,41.41,26.34,0
13-05-1982,39.99,23.89,0.46
14-05-1982,40.09,23.09,0.01
15-05-1982,40.36,24.19,0.04
16-05-1982,39.55,26.53,0
17-05-1982,39.8,24.73,0.08
18-05-1982,39.35,27.73,0.06
19-05-1982,42.07,26.76,0
20-05-1982,41.23,27.82,0.12
21-05-1982,41.37,26,0
22-05-1982,41.4,27.28,0
23-05-1982,41.46,28.19,0
24-05-1982,41.97,27.87,0.52
25-05-1982,41.79,30.57,0.39
26-05-1982,41.22,29.15,0.16
27-05-1982,41.96,28.98,0
28-05-1982,42.15,30.66,1.28
29-05-1982,41.37,29.66,4.17
30-05-1982,41.45,26.41,3.45
31-05-1982,38.15,25.19,2.16
01-06-1982,39.39,24.83,13.6
02-06-1982,39.74,23.17,0.33
03-06-1982,40.69,23.62,0
04-06-1982,41.94,24.44,0
05-06-1982,41.62,23.44,0
06-06-1982,41.92,26.4,0
07-06-1982,43.11,26.86,0
08-06-1982,43.08,27.58,0
09-06-1982,43.56,29.09,0
10-06-1982,40.83,28.69,0
11-06-1982,41.62,28.89,0
12-06-1982,39.89,28.3,0.36
13-06-1982,40.22,27.85,0.06
14-06-1982,40.33,27.56,0.01
15-06-1982,41.08,29.03,0.49
16-06-1982,40.57,28.18,0.14
17-06-1982,39.47,28.2,1.95
18-06-1982,32.42,27.43,83.21
19-06-1982,31.1,25.27,11.37
20-06-1982,33.8,24.43,3.28
21-06-1982,37.12,24.15,1.73
22-06-1982,38.05,24.8,4.95
23-06-1982,37.85,25.6,4.37
24-06-1982,35.69,24.5,31.74
25-06-1982,35.94,23.88,6.1
26-06-1982,37.42,23.86,3.23
27-06-1982,38.05,24.23,0.27
28-06-1982,37.83,24.44,0.01
29-06-1982,38.55,23.98,0
30-06-1982,38.24,23.47,0
01-07-1982,37.19,22.86,0
02-07-1982,37.12,21.9,0
03-07-1982,37.38,23.7,0
04-07-1982,38.81,24.72,0.03
05-07-1982,38,24.77,0.05
06-07-1982,33.72,24.68,24.49
07-07-1982,35.38,24.22,3.19
08-07-1982,36.29,24.93,0.51
09-07-1982,31.7,24.95,41.26
10-07-1982,33.68,24.47,5.52
11-07-1982,33.3,24.51,1.59
12-07-1982,33.89,24.04,28.72
13-07-1982,30.58,23.62,13.19
14-07-1982,29.42,23.38,0.41
15-07-1982,30.97,23.12,5.01
16-07-1982,31.12,22.7,2
17-07-1982,33.01,23.47,0.99
18-07-1982,33.15,24.15,0.23
19-07-1982,34.32,24.33,4.95
20-07-1982,31.42,25.57,52.7
21-07-1982,31.22,23.87,42.18
22-07-1982,30.55,23.46,29.6
23-07-1982,29.77,24.14,14.46
24-07-1982,29.19,24.47,46.44
25-07-1982,28.79,23.75,24.01
26-07-1982,29.65,23.13,0.07
27-07-1982,31.13,22.65,10.98
28-07-1982,30.2,23.2,0.37
29-07-1982,27.6,23.32,7.7
30-07-1982,25.01,22.57,32.93
31-07-1982,28.04,22.4,16.09
01-08-1982,29.43,22.64,20.51
02-08-1982,28.57,23.06,16.85
03-08-1982,28.19,23.19,8.93
04-08-1982,28.58,21.98,4.9
05-08-1982,30.03,22.75,0.77
06-08-1982,28.4,23.08,1.5
07-08-1982,28.15,22.97,1.44
08-08-1982,27.75,22.59,1.99
09-08-1982,27.59,21.19,13.26
10-08-1982,27.37,22.01,11.45
11-08-1982,26.34,21.8,22.35
12-08-1982,28.23,21.22,5.67
13-08-1982,29.64,22.41,0.84
14-08-1982,27.87,22.94,25.82
15-08-1982,26.54,22.95,23.63
16-08-1982,27.56,22.69,7.31
17-08-1982,27.95,23.28,68.78
18-08-1982,29.39,23.21,20.65
19-08-1982,30.55,24.08,1.07
20-08-1982,26.17,23.3,0.63
21-08-1982,27.48,22.77,4.21
22-08-1982,26.9,23.12,35.14
23-08-1982,24.88,22.66,53.38
24-08-1982,26.57,21.95,8.46
25-08-1982,28.05,22.37,6.31
26-08-1982,28.53,22.65,2.81
27-08-1982,27.94,22.45,1.66
28-08-1982,27.55,22.04,0.06
29-08-1982,29.19,21.87,0.03
30-08-1982,29.48,21.07,0.48
31-08-1982,29.19,21.45,0.22
01-09-1982,28.45,21.55,0.62
02-09-1982,30.31,21.74,3.31
03-09-1982,29,22.58,31.94
04-09-1982,28.89,21.9,1.49
05-09-1982,28.71,21.2,1
06-09-1982,28.51,21.86,0.67
07-09-1982,29.26,21.85,22.23
08-09-1982,29.65,22.01,5.23
09-09-1982,30.19,22.15,1.18
10-09-1982,29.83,23.28,0.28
11-09-1982,27.39,22.3,11.29
12-09-1982,28.66,21.97,8.39
13-09-1982,30.55,21.4,1.17
14-09-1982,30.89,21.55,0.06
15-09-1982,30.23,21.18,0.07
16-09-1982,30.12,21.82,0.41
17-09-1982,30.3,21.54,0.02
18-09-1982,30.54,21.21,0
19-09-1982,30.79,20.83,0.01
20-09-1982,31.39,23.12,0.09
21-09-1982,31.31,21.53,0.01
22-09-1982,29.56,22.88,0.14
23-09-1982,28.74,21.03,8.73
24-09-1982,28.26,18.59,12.43
25-09-1982,29.37,18.8,0.03
26-09-1982,29.6,19.27,0
27-09-1982,29.53,17.34,0
28-09-1982,30.76,18.14,0
29-09-1982,31.44,17.81,0
30-09-1982,31.17,17.08,0
01-10-1982,30.51,17.52,0.01
02-10-1982,30.94,19.36,0.01
03-10-1982,31.51,19.05,0
04-10-1982,31.05,19.88,0
05-10-1982,31.12,18.8,0
06-10-1982,29.93,18.83,0
07-10-1982,29.94,19.68,0.04
08-10-1982,31.56,18.91,0.13
09-10-1982,31.99,19.49,0.03
10-10-1982,32.13,18.6,0
11-10-1982,31.58,19.23,0
12-10-1982,31.57,18.38,0
13-10-1982,32.12,19.33,0
14-10-1982,31.38,18.71,0
15-10-1982,30.9,18.2,0
16-10-1982,30.05,17.38,0
17-10-1982,29.8,18.92,0
18-10-1982,28.71,18.22,0.4
19-10-1982,29.88,18.97,0.13
20-10-1982,30.83,19.24,0.02
21-10-1982,27.74,18.9,65.55
22-10-1982,29.36,18.41,0.04
23-10-1982,30.46,18.42,0.01
24-10-1982,30.28,17.98,0
25-10-1982,30.5,18.28,0
26-10-1982,29.8,17.85,0
27-10-1982,28.1,19.62,0.04
28-10-1982,30.01,19.67,0.12
29-10-1982,29.85,21.01,0.01
30-10-1982,27.8,18.7,0.28
31-10-1982,28.39,19.04,10.66
01-11-1982,28.84,18.89,0.05
02-11-1982,29.14,18.01,0.08
03-11-1982,29.97,18.19,0
04-11-1982,30.23,17.21,0
05-11-1982,30.43,17.12,0
06-11-1982,31.12,16.01,0
07-11-1982,29.31,18.09,0
08-11-1982,22.32,18.8,2
09-11-1982,24.12,18.75,11.3
10-11-1982,24.82,18.09,14.51
11-11-1982,26.75,17.68,5.43
12-11-1982,26.39,14.96,0.02
13-11-1982,27.3,12.08,0
14-11-1982,28.08,12.45,0
15-11-1982,29.24,13.51,0
16-11-1982,29.64,15.67,0
17-11-1982,30.33,15.63,0
18-11-1982,30.16,16.22,0
19-11-1982,27.12,16.79,0
20-11-1982,24.55,17.45,0
21-11-1982,27.29,16.99,0
22-11-1982,26.01,16.08,0
23-11-1982,27.83,15.04,0
24-11-1982,28.37,12.62,0
25-11-1982,23.5,16,0
26-11-1982,27.9,15.11,0.53
27-11-1982,28.32,13.9,0
28-11-1982,27.19,11.94,0
29-11-1982,26.77,9.3,0
30-11-1982,27.42,8.48,0
01-12-1982,28.02,9.65,0
02-12-1982,28.96,11.26,0
03-12-1982,28.85,11.98,0
04-12-1982,29.38,13.08,0
05-12-1982,28.69,12.63,0
06-12-1982,27.71,11.37,0
07-12-1982,28.86,10.73,0
08-12-1982,29.51,12.49,0
09-12-1982,30.23,14.76,0
10-12-1982,29.23,13.55,0
11-12-1982,28.03,11.23,0
12-12-1982,25.12,12.37,0
13-12-1982,28.79,12.77,0
14-12-1982,30.31,12.85,0
15-12-1982,28.48,16.23,0
16-12-1982,29.89,12.72,0
17-12-1982,30.59,14.07,0
18-12-1982,28.74,17.3,0
19-12-1982,30.8,14.65,0
20-12-1982,30.8,13.34,0
21-12-1982,30.87,13.01,0
22-12-1982,30.23,12.99,0
23-12-1982,29.55,16.24,0
24-12-1982,27.64,11.47,0
25-12-1982,27.83,9.55,0
26-12-1982,28.6,9.49,0
27-12-1982,28.65,12.91,0
28-12-1982,27.45,12.62,0
29-12-1982,25.68,8.34,0.01
30-12-1982,24.9,7.11,0
31-12-1982,27.15,7.65,0
01-01-1983,28.05,10.47,0
02-01-1983,25.91,8.94,0
03-01-1983,25.23,5.89,0
04-01-1983,26.34,6.01,0
05-01-1983,27.09,6.62,0
06-01-1983,29.29,7.31,0
07-01-1983,29.76,9.61,0
08-01-1983,28.28,10.55,0
09-01-1983,28.13,10.01,0
10-01-1983,26.19,7.7,0
11-01-1983,26.42,6.23,0
12-01-1983,26.95,7,0
13-01-1983,25.07,6.44,0
14-01-1983,27.24,5.46,0
15-01-1983,29.95,10.68,0
16-01-1983,28.64,8.9,0
17-01-1983,26.71,8.29,0
18-01-1983,29.65,9.42,0
19-01-1983,28.47,8.87,0
20-01-1983,28.19,8.2,0
21-01-1983,28.31,7.96,0
22-01-1983,29.77,9.62,0
23-01-1983,30.55,13.4,0
24-01-1983,30.73,13.93,0.06
25-01-1983,31.73,15.13,0.5
26-01-1983,31.56,16.43,3.2
27-01-1983,30.05,17.95,0.88
28-01-1983,27.38,15.14,0.86
29-01-1983,27.19,11.7,1.05
30-01-1983,26.64,12.05,0
31-01-1983,25.66,9.93,0
01-02-1983,24.39,9.14,0
02-02-1983,25.06,8.12,0
03-02-1983,23.98,6.59,0
04-02-1983,24.94,5.67,0
05-02-1983,25.76,5.57,0
06-02-1983,26.54,6.48,0
07-02-1983,27.65,7.44,0
08-02-1983,24.56,9.16,0
09-02-1983,26.96,8.38,0
10-02-1983,28.16,9.04,0
11-02-1983,29.05,10.65,0
12-02-1983,32.09,12.51,0.06
13-02-1983,31.48,13.98,0.98
14-02-1983,33.03,15.78,0
15-02-1983,32.07,15.28,0.22
16-02-1983,31.96,14.54,0.03
17-02-1983,31.44,12.4,0
18-02-1983,31.39,11.51,0
19-02-1983,31.2,12.13,0
20-02-1983,31.37,12.85,0
21-02-1983,31.9,14.19,0
22-02-1983,32.23,14.62,0
23-02-1983,33.46,14.92,0
24-02-1983,33.7,16.16,0
25-02-1983,31.23,15.54,0
26-02-1983,30.62,11.8,0
27-02-1983,32.88,11.79,0
28-02-1983,35.41,12.58,0
01-03-1983,36,14.87,0
02-03-1983,32.85,14.46,0
03-03-1983,32.4,16.57,0
04-03-1983,34.3,14.77,0
05-03-1983,34.26,14.26,0
06-03-1983,33.51,14.86,0
07-03-1983,35.88,14.21,0
08-03-1983,38.11,15.66,0
09-03-1983,39.3,20.97,0
10-03-1983,38.98,18.92,0
11-03-1983,38.87,18.67,0.49
12-03-1983,37.69,19.33,0
13-03-1983,37.82,16.65,0
14-03-1983,38.73,17.05,0
15-03-1983,36.16,19.58,0
16-03-1983,36.69,16.14,0
17-03-1983,37.73,17.8,0
18-03-1983,39.62,21.84,0
19-03-1983,37.74,22.25,0
20-03-1983,32.44,16.58,0
21-03-1983,31.48,12.06,0
